sale_row_id,invoice_id,transaction_date,transaction_time,branch,city,customer_type,gender,product_category,product_name,unit_price,quantity,discount_percent,tax_rate,cost_per_unit,payment_method,customer_rating
51872,INV-0037284,2026-03-20,10:06,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,1421.13,4,0.00,14.00,966.28,"Credit Card",8.90
51873,INV-0037285,2026-03-21,10:08,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,1458.14,5,0.00,14.00,991.44,"Debit Card",5.10
51874,INV-0037286,2026-03-22,10:10,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",1495.15,6,15.00,14.00,1016.60,"Mobile Wallet",6.40
51875,INV-0037287,2026-03-23,10:13,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",1532.16,7,10.00,14.00,1041.76,Cash,7.70
51876,INV-0037288,2026-03-24,10:15,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,1569.17,8,5.00,14.00,1066.92,"Credit Card",9.00
51877,INV-0037289,2026-03-25,10:17,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1606.18,9,0.00,14.00,1092.08,"Debit Card",5.20
51878,INV-0037290,2026-03-26,10:20,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1643.19,10,0.00,14.00,1117.24,"Mobile Wallet",6.50
51879,INV-0037291,2026-03-27,10:22,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1680.20,1,15.00,14.00,1142.40,Cash,7.80
51880,INV-0037272,2026-03-08,09:38,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,977.01,2,10.00,14.00,664.36,"Credit Card",8.60
51881,INV-0037273,2026-03-09,09:41,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1014.02,3,5.00,14.00,689.52,"Debit Card",9.90
51882,INV-0037274,2026-03-10,09:43,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1051.03,4,0.00,14.00,714.68,"Mobile Wallet",6.10
51883,INV-0037275,2026-03-11,09:45,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1088.04,5,0.00,14.00,739.84,Cash,7.40
51884,INV-0037276,2026-03-12,09:48,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1125.05,6,15.00,14.00,765.00,"Credit Card",8.70
51885,INV-0037277,2026-03-13,09:50,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1162.06,7,10.00,14.00,790.16,"Debit Card",10.00
51886,INV-0037278,2026-03-14,09:52,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1199.07,8,5.00,14.00,815.32,"Mobile Wallet",6.20
51887,INV-0037279,2026-03-15,09:54,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1236.08,9,0.00,14.00,840.48,Cash,7.50
51888,INV-0037280,2026-03-16,09:57,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,1273.09,10,0.00,14.00,865.64,"Credit Card",8.80
51889,INV-0037281,2026-03-17,09:59,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",1310.10,1,15.00,14.00,890.80,"Debit Card",5.00
51890,INV-0037462,2026-09-14,16:52,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,87.91,2,10.00,14.00,59.16,"Mobile Wallet",5.70
51891,INV-0037463,2026-09-15,16:55,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",124.92,3,5.00,14.00,84.32,Cash,7.00
51892,INV-0037464,2026-09-16,16:57,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,161.93,4,0.00,14.00,109.48,"Credit Card",8.30
51893,INV-0037465,2026-09-17,16:59,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,198.94,5,0.00,14.00,134.64,"Debit Card",9.60
51894,INV-0037466,2026-09-18,17:01,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",235.95,6,15.00,14.00,159.80,"Mobile Wallet",5.80
51895,INV-0037467,2026-09-19,17:04,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",272.96,7,10.00,14.00,184.96,Cash,7.10
51896,INV-0037468,2026-09-20,17:06,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,309.97,8,5.00,14.00,210.12,"Credit Card",8.40
51897,INV-0037469,2026-09-21,17:08,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,346.98,9,0.00,14.00,235.28,"Debit Card",9.70
51898,INV-0037470,2026-09-22,17:11,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,383.99,10,0.00,14.00,260.44,"Mobile Wallet",5.90
51899,INV-0037471,2026-09-23,17:13,"Branch B",Giza,"Loyal Member",Male," Health and Beauty ","Body Lotion",999999.00,1,15.00,14.00,285.60,Cash,7.20
51900,INV-0037452,2026-09-04,16:29,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1697.81,2,10.00,14.00,1153.96,"Credit Card",8.00
51901,INV-0037453,2026-09-05,16:32,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1734.82,3,5.00,14.00,1179.12,"Debit Card",9.30
51902,INV-0037454,2026-09-06,16:34,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1771.83,4,0.00,14.00,1204.28,"Mobile Wallet",5.50
51903,INV-0037455,2026-09-07,16:36,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1808.84,5,0.00,14.00,1229.44,Cash,6.80
51904,INV-0037456,2026-09-08,16:39,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1845.85,6,15.00,14.00,1254.60,"Credit Card",8.10
51905,INV-0037457,2026-09-09,16:41,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1882.86,7,10.00,14.00,1279.76,"Debit Card",9.40
51906,INV-0037458,2026-09-10,16:43,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1919.87,8,5.00,14.00,1304.92,"Mobile Wallet",5.60
51907,INV-0037459,2026-09-11,16:45,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1956.88,9,0.00,14.00,1330.08,Cash,6.90
51908,INV-0037460,2026-09-12,16:48,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,1993.89,10,0.00,14.00,1355.24,"Credit Card",8.20
51909,INV-0037461,2026-09-13,16:50,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",50.90,1,15.00,14.00,34.00,"Debit Card",9.50
51910,INV-0037442,2026-08-25,16:07,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,1327.71,2,10.00,14.00,902.36,"Mobile Wallet",5.20
51911,INV-0037443,2026-08-26,16:09,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",1364.72,3,5.00,14.00,927.52,Cash,6.50
51912,INV-0037444,2026-08-27,16:11,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,1401.73,4,0.00,14.00,952.68,"Credit Card",7.80
51913,INV-0037445,2026-08-28,16:13,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",1438.74,5,0.00,14.00,977.84,"Debit Card",9.10
51914,INV-0037446,2026-08-29,16:16,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,1475.75,6,15.00,14.00,1003.00,"Mobile Wallet",5.30
51915,INV-0037447,2026-08-30,16:18,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,1512.76,7,10.00,14.00,1028.16,Cash,6.60
51916,INV-0037448,2026-08-31,16:20,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",1549.77,8,5.00,14.00,1053.32,"Credit Card",7.90
51917,INV-0037449,2026-09-01,16:23,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",1586.78,9,0.00,14.00,1078.48,"Debit Card",9.20
51918,INV-0037450,2026-09-02,16:25,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,1623.79,10,0.00,14.00,1103.64,"Mobile Wallet",5.40
51919,INV-0037451,2026-09-03,16:27,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1660.80,1,15.00,14.00,1128.80,Cash,6.70
51920,INV-0037432,2026-08-15,15:44,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,957.61,2,10.00,14.00,650.76,"Credit Card",7.50
51921,INV-0037433,2026-08-16,15:46,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,994.62,3,5.00,14.00,675.92,"Debit Card",8.80
51922,INV-0037434,2026-08-17,15:48,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1031.63,4,0.00,14.00,701.08,"Mobile Wallet",5.00
51923,INV-0037435,2026-08-18,15:51,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1068.64,5,0.00,14.00,726.24,Cash,6.30
51924,INV-0037436,2026-08-19,15:53,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1105.65,6,15.00,14.00,751.40,"Credit Card",7.60
51925,INV-0037437,2026-08-20,15:55,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1142.66,7,10.00,14.00,776.56,"Debit Card",8.90
51926,INV-0037438,2026-08-21,15:57,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1179.67,8,5.00,14.00,801.72,"Mobile Wallet",5.10
51927,INV-0037439,2026-08-22,16:00,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1216.68,9,0.00,14.00,826.88,Cash,6.40
51928,INV-0037440,2026-08-23,16:02,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1253.69,10,0.00,14.00,852.04,"Credit Card",7.70
51929,INV-0037441,2026-08-24,16:04,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1290.70,1,15.00,14.00,877.20,"Debit Card",9.00
51930,INV-0037422,2026-08-05,15:21,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",587.51,2,10.00,14.00,399.16,"Mobile Wallet",9.80
51931,INV-0037423,2026-08-06,15:23,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",624.52,3,5.00,14.00,424.32,Cash,6.00
51932,INV-0037424,2026-08-07,15:26,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,661.53,4,0.00,14.00,449.48,"Credit Card",7.30
51933,INV-0037425,2026-08-08,15:28,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",698.54,5,0.00,14.00,474.64,"Debit Card",8.60
51934,INV-0037426,2026-08-09,15:30,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,735.55,6,15.00,14.00,499.80,"Mobile Wallet",9.90
51935,INV-0037427,2026-08-10,15:32,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",772.56,7,10.00,14.00,524.96,Cash,6.10
51936,INV-0037428,2026-08-11,15:35,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,809.57,8,5.00,14.00,550.12,"Credit Card",7.40
51937,INV-0037429,2026-08-12,15:37,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,846.58,9,0.00,14.00,575.28,"Debit Card",8.70
51938,INV-0037430,2026-08-13,15:39,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",883.59,10,0.00,14.00,600.44,"Mobile Wallet",10.00
51939,INV-0037431,2026-08-14,15:42,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",920.60,1,15.00,14.00,625.60,Cash,6.20
51940,INV-0037412,2026-07-26,14:58,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",217.41,2,10.00,14.00,147.56,"Credit Card",7.00
51941,INV-0037413,2026-07-27,15:00,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",254.42,3,5.00,14.00,172.72,"Debit Card",8.30
51942,INV-0037414,2026-07-28,15:03,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,291.43,4,0.00,14.00,197.88,"Mobile Wallet",9.60
51943,INV-0037415,2026-07-29,15:05,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,328.44,5,0.00,14.00,223.04,Cash,5.80
51944,INV-0037416,2026-07-30,15:07,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,365.45,6,15.00,14.00,248.20,"Credit Card",7.10
51945,INV-0037417,2026-07-31,15:10,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",402.46,7,10.00,14.00,273.36,"Debit Card",8.40
51946,INV-0037418,2026-08-01,15:12,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",439.47,8,5.00,14.00,298.52,"Mobile Wallet",9.70
51947,INV-0037419,2026-08-02,15:14,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",476.48,9,0.00,14.00,323.68,Cash,5.90
51948,INV-0037420,2026-08-03,15:16,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,513.49,10,0.00,14.00,348.84,"Credit Card",7.20
51949,INV-0037421,2026-08-04,15:19,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",550.50,1,15.00,14.00,374.00,"Debit Card",8.50
51950,INV-0037402,2026-07-16,14:35,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1827.31,2,10.00,14.00,1242.36,"Mobile Wallet",9.30
51951,INV-0037403,2026-07-17,14:38,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1864.32,3,5.00,14.00,1267.52,Cash,5.50
51952,INV-0037404,2026-07-18,14:40,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1901.33,4,0.00,14.00,1292.68,"Credit Card",6.80
51953,INV-0037405,2026-07-19,14:42,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1938.34,5,0.00,14.00,1317.84,"Debit Card",8.10
51954,INV-0037406,2026-07-20,14:44,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,1975.35,6,15.00,14.00,1343.00,"Mobile Wallet",9.40
51955,INV-0037407,2026-07-21,14:47,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",32.36,7,10.00,14.00,21.76,Cash,5.60
51956,INV-0037408,2026-07-22,14:49,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,69.37,8,5.00,14.00,46.92,"Credit Card",6.90
51957,INV-0037409,2026-07-23,14:51,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",106.38,9,0.00,14.00,72.08,"Debit Card",8.20
51958,INV-0037410,2026-07-24,14:54,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,143.39,10,0.00,14.00,97.24,"Mobile Wallet",9.50
51959,INV-0037411,2026-07-25,14:56,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,180.40,1,15.00,14.00,122.40,Cash,5.70
51960,INV-0037392,2026-07-06,14:12,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,1457.21,2,10.00,14.00,990.76,"Credit Card",6.50
51961,INV-0037393,2026-07-07,14:15,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,1494.22,3,5.00,14.00,1015.92,"Debit Card",7.80
51962,INV-0037394,2026-07-08,14:17,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",1531.23,4,0.00,14.00,1041.08,"Mobile Wallet",9.10
51963,INV-0037395,2026-07-09,14:19,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",1568.24,5,0.00,14.00,1066.24,Cash,5.30
51964,INV-0037396,2026-07-10,14:22,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,1605.25,6,15.00,14.00,1091.40,"Credit Card",6.60
51965,INV-0037397,2026-07-11,14:24,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1642.26,7,10.00,14.00,1116.56,"Debit Card",7.90
51966,INV-0037398,2026-07-12,14:26,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1679.27,8,5.00,14.00,1141.72,"Mobile Wallet",9.20
51967,INV-0037399,2026-07-13,14:28,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1716.28,9,0.00,14.00,1166.88,Cash,5.40
51968,INV-0037400,2026-07-14,14:31,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1753.29,10,0.00,14.00,1192.04,"Credit Card",6.70
51969,INV-0037401,2026-07-15,14:33,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1790.30,1,15.00,14.00,1217.20,"Debit Card",8.00
51970,INV-0037382,2026-06-26,13:50,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1087.11,2,10.00,14.00,739.16,"Mobile Wallet",8.80
51971,INV-0037383,2026-06-27,13:52,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1124.12,3,5.00,14.00,764.32,Cash,5.00
51972,INV-0037384,2026-06-28,13:54,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1161.13,4,0.00,14.00,789.48,"Credit Card",6.30
51973,INV-0037385,2026-06-29,13:56,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1198.14,5,0.00,14.00,814.64,"Debit Card",7.60
51974,INV-0037386,2026-06-30,13:59,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1235.15,6,15.00,14.00,839.80,"Mobile Wallet",8.90
51975,INV-0037387,2026-07-01,14:01,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1272.16,7,10.00,14.00,864.96,Cash,5.10
51976,INV-0037388,2026-07-02,14:03,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,1309.17,8,5.00,14.00,890.12,"Credit Card",6.40
51977,INV-0037389,2026-07-03,14:06,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",1346.18,9,0.00,14.00,915.28,"Debit Card",7.70
51978,INV-0037390,2026-07-04,14:08,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,1383.19,10,0.00,14.00,940.44,"Mobile Wallet",9.00
51979,INV-0037391,2026-07-05,14:10,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",1420.20,1,15.00,14.00,965.60,Cash,5.20
51980,INV-0037372,2026-06-16,13:27,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,717.01,2,10.00,14.00,487.56,"Credit Card",6.00
51981,INV-0037373,2026-06-17,13:29,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",754.02,3,5.00,14.00,512.72,"Debit Card",7.30
51982,INV-0037374,2026-06-18,13:31,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,791.03,4,0.00,14.00,537.88,"Mobile Wallet",8.60
51983,INV-0037375,2026-06-19,13:34,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,828.04,5,0.00,14.00,563.04,Cash,9.90
51984,INV-0037376,2026-06-20,13:36,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",865.05,6,15.00,14.00,588.20,"Credit Card",6.10
51985,INV-0037377,2026-06-21,13:38,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",902.06,7,10.00,14.00,613.36,"Debit Card",7.40
51986,INV-0037378,2026-06-22,13:40,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,939.07,8,5.00,14.00,638.52,"Mobile Wallet",8.70
51987,INV-0037379,2026-06-23,13:43,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,976.08,9,0.00,14.00,663.68,Cash,10.00
51988,INV-0037380,2026-06-24,13:45,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1013.09,10,0.00,14.00,688.84,"Credit Card",6.20
51989,INV-0037381,2026-06-25,13:47,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1050.10,1,15.00,14.00,714.00,"Debit Card",7.50
51990,INV-0037562,2026-12-23,20:41,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1807.91,2,10.00,14.00,1228.76,"Mobile Wallet",8.20
51991,INV-0037563,2026-12-24,20:43,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1844.92,3,5.00,14.00,1253.92,Cash,9.50
51992,INV-0037564,2026-12-25,20:45,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1881.93,4,0.00,14.00,1279.08,"Credit Card",5.70
51993,INV-0037565,2026-12-26,20:47,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1918.94,5,0.00,14.00,1304.24,"Debit Card",7.00
51994,INV-0037566,2026-12-27,20:50,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1955.95,6,15.00,14.00,1329.40,"Mobile Wallet",8.30
51995,INV-0037567,2026-12-28,20:52,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1992.96,7,10.00,14.00,1354.56,Cash,9.60
51996,INV-0037568,2026-12-29,20:54,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,49.97,8,5.00,14.00,33.32,"Credit Card",5.80
51997,INV-0037569,2026-12-30,20:57,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",86.98,9,0.00,14.00,58.48,"Debit Card",7.10
51998,INV-0037570,2026-12-31,20:59,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,123.99,10,0.00,14.00,83.64,"Mobile Wallet",8.40
51999,INV-0037571,2025-01-01,21:01,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",160.00,1,15.00,14.00,108.80,NULL,9.70
52000,INV-0037552,2026-12-13,20:18,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,1437.81,2,10.00,14.00,977.16,"Credit Card",5.40
52001,INV-0037553,2026-12-14,20:20,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",1474.82,3,5.00,14.00,1002.32,"Debit Card",6.70
52002,INV-0037554,2026-12-15,20:22,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,1511.83,4,0.00,14.00,1027.48,"Mobile Wallet",8.00
52003,INV-0037555,2026-12-16,20:25,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,1548.84,5,0.00,14.00,1052.64,Cash,9.30
52004,INV-0037556,2026-12-17,20:27,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",1585.85,6,15.00,14.00,1077.80,"Credit Card",5.50
52005,INV-0037557,2026-12-18,20:29,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",1622.86,7,10.00,14.00,1102.96,"Debit Card",6.80
52006,INV-0037558,2026-12-19,20:31,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,1659.87,8,5.00,14.00,1128.12,"Mobile Wallet",8.10
52007,INV-0037559,2026-12-20,20:34,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1696.88,9,0.00,14.00,1153.28,Cash,9.40
52008,INV-0037560,2026-12-21,20:36,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1733.89,10,0.00,14.00,1178.44,"Credit Card",5.60
52009,INV-0037561,2026-12-22,20:38,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1770.90,1,15.00,14.00,1203.60,"Debit Card",6.90
52010,INV-0037542,2026-12-03,19:55,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,1067.71,2,10.00,14.00,725.56,"Mobile Wallet",7.70
52011,INV-0037543,2026-12-04,19:57,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",1104.72,3,5.00,14.00,750.72,Cash,9.00
52012,INV-0037544,2026-12-05,20:00,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",1141.73,4,0.00,14.00,775.88,"Credit Card",5.20
52013,INV-0037545,2026-12-06,20:02,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",1178.74,5,0.00,14.00,801.04,"Debit Card",6.50
52014,INV-0037546,2026-12-07,20:04,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,1215.75,6,15.00,14.00,826.20,"Mobile Wallet",7.80
52015,INV-0037547,2026-12-08,20:06,"Branch C",Alexandria,Member,Male,Electronics,"Phone Charger",1252.76,7,10.00,14.00,851.36,Cash,9.10
52016,INV-0037548,2026-12-09,20:09,"Branch A",Cairo,Normal,Female,"Home and Lifestyle","Table Lamp",1289.77,8,5.00,14.00,876.52,"Credit Card",5.30
52017,INV-0037549,2026-12-10,20:11,"Branch B",Giza,Member,Male,"Sports and Travel","Wall Clock",1326.78,9,0.00,14.00,901.68,"Debit Card",6.60
52018,INV-0037550,2026-12-11,20:13,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,1363.79,10,0.00,14.00,926.84,"Mobile Wallet",7.90
52019,INV-0037551,2026-12-12,20:16,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",1400.80,1,15.00,14.00,952.00,Cash,9.20
52020,INV-0037532,2026-11-23,19:32,"Branch C",Alexandria,Normal,Female,"Fashion Accessories",Bedsheet,697.61,2,10.00,14.00,473.96,"Credit Card",10.00
52021,INV-0037533,2026-11-24,19:34,"Branch A",Cairo,Member,Male,"Food and Beverages","Running Shoes",734.62,3,5.00,14.00,499.12,"Debit Card",6.20
52022,INV-0037534,2026-11-25,19:37,"Branch B",Giza,Normal,Female,"Health and Beauty",Football,771.63,4,0.00,14.00,524.28,"Mobile Wallet",7.50
52023,INV-0037535,2026-11-26,19:39,"Branch C",Alexandria,Member,Male,Electronics,"Sports Bag",808.64,5,0.00,14.00,549.44,Cash,8.80
52024,INV-0037536,2026-11-27,19:41,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Handbag,845.65,6,15.00,14.00,574.60,"Credit Card",5.00
52025,INV-0037537,2026-11-28,19:44,"Branch B",Giza,Member,Male,"Sports and Travel",Sunglasses,882.66,7,10.00,14.00,599.76,"Debit Card",6.30
52026,INV-0037538,2026-11-29,19:46,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Wrist Watch",919.67,8,5.00,14.00,624.92,"Mobile Wallet",7.60
52027,INV-0037539,2026-11-30,19:48,"Branch A",Cairo,Member,Male,"Food and Beverages","Orange Juice",956.68,9,0.00,14.00,650.08,Cash,8.90
52028,INV-0037540,2026-12-01,19:50,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,993.69,10,0.00,14.00,675.24,"Credit Card",5.10
52029,INV-0037541,2026-12-02,19:53,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,1030.70,1,15.00,14.00,700.40,"Debit Card",6.40
52030,INV-0037522,2026-11-13,19:09,"Branch B",Giza,Normal,Female,"Health and Beauty",Coffee,327.51,2,10.00,14.00,222.36,"Mobile Wallet",7.20
52031,INV-0037523,2026-11-14,19:12,"Branch C",Alexandria,Member,Male,Electronics,Chocolate,364.52,3,5.00,14.00,247.52,Cash,8.50
52032,INV-0037524,2026-11-15,19:14,"Branch A",Cairo,Normal,Female,"Home and Lifestyle",Shampoo,401.53,4,0.00,14.00,272.68,"Credit Card",9.80
52033,INV-0037525,2026-11-16,19:16,"Branch B",Giza,Member,Male,"Sports and Travel","Body Lotion",438.54,5,0.00,14.00,297.84,"Debit Card",6.00
52034,INV-0037526,2026-11-17,19:18,"Branch C",Alexandria,Normal,Female,"Fashion Accessories","Face Wash",475.55,6,15.00,14.00,323.00,"Mobile Wallet",7.30
52035,INV-0037527,2026-11-18,19:21,"Branch A",Cairo,Member,Male,"Food and Beverages","Wireless Mouse",512.56,7,10.00,14.00,348.16,Cash,8.60
52036,INV-0037528,2026-11-19,19:23,"Branch B",Giza,Normal,Female,"Health and Beauty",Keyboard,549.57,8,5.00,14.00,373.32,"Credit Card",9.90
